Timestamp,Temp (°C),Humidity (%),CO2 (ppm),NOx (ppm),PM2.5 (µg/m³),PM10 (µg/m³)
1760345000000,29.47,51.7,630.9,0.0577,54.0,86.4
1760345010000,29.48,51.8,622.5,0.0567,54.3,86.3
1760345020000,29.35,52.2,617.0,0.0593,53.8,89.1
1760345030000,29.51,51.5,609.6,0.0561,53.3,89.0
1760345040000,29.63,51.8,612.7,0.0589,53.1,89.8
1760345050000,29.48,52.4,633.8,0.0560,54.4,86.5
1760345060000,29.56,51.8,616.4,0.0593,53.7,85.5
1760345070000,29.63,51.5,617.5,0.0594,52.9,87.1
1760345080000,29.37,52.1,611.2,0.0563,55.4,87.9
1760345090000,29.35,51.9,632.3,0.0583,54.9,87.9
1760345100000,29.43,51.5,621.2,0.0583,54.5,86.2
1760345110000,29.53,52.0,618.1,0.0579,53.6,86.5
1760345120000,29.46,51.5,625.5,0.0577,55.0,90.3
1760345130000,29.43,51.7,621.1,0.0611,53.9,89.1
1760345140000,29.32,51.8,634.7,0.0585,53.5,89.1
1760345150000,29.55,52.6,622.9,0.0578,55.2,90.4
1760345160000,29.55,51.6,627.6,0.0571,53.0,87.3
1760345170000,29.54,51.8,621.5,0.0596,52.7,88.0
1760345180000,29.49,52.2,610.4,0.0558,54.8,88.2
1760345190000,29.46,52.6,620.3,0.0599,54.8,85.9
1760345200000,29.50,51.7,617.7,0.0604,55.4,87.7
1760345210000,29.58,51.4,619.8,0.0590,52.9,89.4
1760345220000,29.32,52.2,628.0,0.0559,53.5,85.5
1760345230000,29.60,51.5,625.0,0.0598,55.4,88.9
1760345240000,29.37,52.6,630.8,0.0606,53.4,87.9
1760345250000,29.60,52.3,624.4,0.0570,54.8,86.4
1760345260000,29.50,51.8,614.4,0.0598,54.5,86.0
1760345270000,29.39,51.3,627.8,0.0580,55.8,88.0
1760345280000,29.51,52.0,626.0,0.0590,53.4,89.3
1760345290000,29.44,52.4,619.8,0.0544,55.3,90.8
1760345300000,29.65,51.6,620.4,0.0566,54.3,90.1
1760345310000,29.57,51.6,629.3,0.0585,54.2,88.6
1760345320000,29.34,52.0,619.2,0.0583,54.4,88.0
1760345330000,29.40,51.9,604.6,0.0563,55.1,86.9
1760345340000,29.47,52.8,624.1,0.0565,53.7,87.8
1760345350000,29.47,51.7,620.8,0.0573,53.2,87.6
1760345360000,29.68,51.5,631.7,0.0585,54.0,88.3
1760345370000,29.50,52.3,622.0,0.0563,54.9,88.7
1760345380000,29.50,52.3,615.8,0.0569,55.0,85.7
1760345390000,29.55,51.8,632.0,0.0589,53.4,85.2
1760345400000,29.45,52.4,614.2,0.0612,53.7,87.1
1760345410000,29.47,52.1,613.6,0.0572,53.8,88.0
1760345420000,29.64,52.2,616.1,0.0587,54.4,85.7
1760345430000,29.49,51.9,615.1,0.0596,53.7,90.9
1760345440000,29.27,52.0,614.9,0.0571,55.4,85.6
1760345450000,29.62,51.9,607.5,0.0565,53.2,86.1
1760345460000,29.42,52.1,612.0,0.0574,52.9,86.2
1760345470000,29.33,52.5,621.5,0.0606,53.2,89.1
1760345480000,29.42,52.2,634.3,0.0589,55.5,88.1
1760345490000,29.34,52.2,612.5,0.0562,53.9,87.8
1760345500000,29.26,52.0,628.3,0.0566,54.7,86.1
1760345510000,29.67,51.7,627.3,0.0600,53.5,90.3
1760345520000,29.59,52.7,626.4,0.0557,56.0,87.7
1760345530000,29.61,51.5,605.5,0.0611,53.6,88.6
1760345540000,29.51,51.2,639.2,0.0579,54.5,88.5
1760345550000,29.36,52.3,622.0,0.0547,56.1,87.3
1760345560000,29.55,51.7,624.8,0.0604,54.3,87.2
1760345570000,29.58,51.2,613.9,0.0575,53.9,85.2
1760345580000,29.52,51.6,620.9,0.0596,53.7,88.1
1760345590000,29.35,51.7,621.8,0.0546,53.4,90.9
1760345600000,29.32,52.6,625.3,0.0572,54.6,85.7
1760345610000,29.57,52.0,610.1,0.0588,55.1,88.2
1760345620000,29.55,51.7,629.8,0.0589,52.1,91.2
1760345630000,29.27,52.1,624.4,0.0557,54.0,88.4
1760345640000,29.45,52.7,627.7,0.0567,52.6,91.3
1760345650000,29.51,52.6,608.2,0.0577,54.6,90.5
1760345660000,29.40,52.0,615.1,0.0556,53.8,87.4
1760345670000,29.40,51.9,623.5,0.0581,53.1,89.4
1760345680000,29.49,51.6,623.8,0.0593,54.7,88.5
1760345690000,29.42,51.9,619.0,0.0584,54.0,87.3
1760345700000,29.56,51.7,615.0,0.0577,53.1,86.8
1760345710000,29.29,51.4,613.5,0.0547,55.0,88.7
1760345720000,29.31,51.6,620.5,0.0548,54.3,89.1
1760345730000,29.50,52.2,605.8,0.0575,55.3,88.0
1760345740000,29.62,51.3,602.3,0.0557,53.5,90.6
1760345750000,29.74,52.2,608.2,0.0547,54.6,89.7
1760345760000,29.60,51.5,626.3,0.0552,52.6,86.1
1760345770000,29.64,52.2,612.0,0.0568,54.1,87.4
1760345780000,29.60,51.7,632.6,0.0602,54.0,86.2
1760345790000,29.74,52.4,627.4,0.0590,55.2,86.1
1760345800000,29.47,52.4,622.1,0.0593,55.0,88.0
1760345810000,29.65,52.4,632.1,0.0563,52.8,91.1
1760345820000,29.49,52.0,629.2,0.0583,55.4,88.0
1760345830000,29.62,52.6,616.2,0.0597,53.5,89.0
1760345840000,29.38,51.6,621.8,0.0594,54.6,88.0
1760345850000,29.31,51.9,637.0,0.0578,52.7,86.9
1760345860000,29.43,52.0,625.4,0.0581,54.9,85.9
1760345870000,29.35,51.8,617.0,0.0583,53.8,90.5
1760345880000,29.48,51.6,636.3,0.0566,55.3,87.4
1760345890000,29.64,52.3,611.9,0.0568,53.0,89.9
1760345900000,29.43,51.6,614.3,0.0570,54.3,90.7
1760345910000,29.43,51.4,626.7,0.0598,53.6,84.6
1760345920000,29.39,52.4,627.6,0.0584,54.0,89.3
1760345930000,29.78,52.3,629.2,0.0591,54.5,89.6
1760345940000,29.60,52.2,611.1,0.0559,52.7,86.4
1760345950000,29.59,51.5,607.4,0.0555,55.3,87.7
1760345960000,29.71,51.7,620.4,0.0545,52.5,89.2
1760345970000,29.41,52.1,621.3,0.0586,55.5,86.5
1760345980000,29.38,51.9,631.8,0.0589,54.5,91.7
1760345990000,29.40,52.3,629.7,0.0606,54.0,86.4
