Timestamp,Temp (°C),Humidity (%),CO2 (ppm),NOx (ppm),PM2.5 (µg/m³),PM10 (µg/m³)
1760349300000,28.45,47.7,645.7,0.0698,71.0,118.4
1760349310000,28.50,48.2,643.8,0.0664,71.1,112.1
1760349320000,28.54,48.0,638.7,0.0676,71.8,117.4
1760349330000,28.52,48.2,639.8,0.0722,71.7,116.3
1760349340000,28.67,48.5,629.7,0.0678,71.3,113.9
1760349350000,28.57,48.6,645.6,0.0705,70.6,115.5
1760349360000,28.69,48.2,642.7,0.0664,71.8,116.8
1760349370000,28.38,48.1,641.6,0.0636,72.6,117.5
1760349380000,28.33,48.5,624.7,0.0662,70.6,117.7
1760349390000,28.58,48.7,630.5,0.0669,71.1,117.1
1760349400000,28.59,47.2,625.8,0.0693,73.3,116.1
1760349410000,28.53,47.7,641.6,0.0693,69.9,116.0
1760349420000,28.68,48.6,638.5,0.0663,71.6,118.1
1760349430000,28.64,47.9,636.4,0.0708,71.7,115.9
1760349440000,28.39,48.1,635.3,0.0664,69.8,113.7
1760349450000,28.65,48.4,651.1,0.0660,71.5,113.6
1760349460000,28.53,48.6,641.4,0.0681,71.0,115.9
1760349470000,28.48,47.7,654.2,0.0662,69.7,114.9
1760349480000,28.51,47.8,638.4,0.0691,72.3,115.9
1760349490000,28.44,48.4,636.3,0.0682,71.6,116.0
1760349500000,28.45,48.8,649.5,0.0709,71.4,118.2
1760349510000,28.42,48.8,650.4,0.0681,72.1,117.2
1760349520000,28.60,47.9,634.9,0.0707,72.4,115.3
1760349530000,28.45,48.4,651.7,0.0691,74.9,115.3
1760349540000,28.34,47.5,649.5,0.0693,72.1,117.1
1760349550000,28.60,48.4,628.9,0.0664,71.7,113.7
1760349560000,28.56,48.2,622.0,0.0664,73.4,114.2
1760349570000,28.49,47.8,627.6,0.0696,72.3,118.2
1760349580000,28.62,48.4,621.3,0.0650,69.8,112.3
1760349590000,28.51,48.0,633.1,0.0723,70.7,114.9
