Timestamp,Temp (°C),Humidity (%),CO2 (ppm),NOx (ppm),PM2.5 (µg/m³),PM10 (µg/m³)
1760345530000,23.45,81.0,569.8,0.0411,28.4,51.0
1760345540000,23.39,82.0,580.7,0.0412,28.8,51.8
1760345550000,23.63,81.4,584.0,0.0425,27.7,53.2
1760345560000,23.43,83.3,581.0,0.0425,29.0,52.9
1760345570000,23.41,80.9,584.2,0.0423,28.1,53.8
1760345580000,23.66,83.1,591.0,0.0421,29.5,51.7
1760345590000,23.57,81.0,587.0,0.0401,28.7,51.8
1760345600000,23.50,82.3,562.7,0.0429,28.3,52.3
1760345610000,23.47,82.1,575.8,0.0418,29.6,51.4
1760345620000,23.48,81.7,569.2,0.0392,28.9,51.6
1760345630000,23.40,81.8,574.2,0.0429,28.4,51.8
1760345640000,23.54,82.4,569.4,0.0435,29.0,51.2
1760345650000,23.49,82.5,579.4,0.0406,29.3,51.4
1760345660000,23.60,82.5,574.2,0.0449,29.2,50.9
1760345670000,23.48,82.3,575.2,0.0406,28.5,51.8
1760345680000,23.52,81.8,571.5,0.0409,29.1,52.6
1760345690000,23.46,81.5,568.3,0.0427,28.7,52.0
1760345700000,23.56,82.7,596.1,0.0398,29.0,51.4
1760345710000,23.68,81.2,579.2,0.0407,29.1,52.2
1760345720000,23.67,82.2,587.2,0.0413,28.2,52.6
1760345730000,23.33,82.2,579.7,0.0419,28.3,51.1
1760345740000,23.65,81.2,584.7,0.0395,28.8,52.9
1760345750000,23.64,82.5,585.9,0.0410,27.8,51.4
1760345760000,23.37,82.6,586.6,0.0423,29.3,53.9
1760345770000,23.35,83.0,572.5,0.0435,29.3,53.8
1760345780000,23.62,81.7,571.6,0.0425,28.1,50.9
1760345790000,23.59,82.0,587.6,0.0414,29.3,53.3
1760345800000,23.49,82.2,575.0,0.0443,28.5,52.2
1760345810000,23.57,81.6,580.9,0.0409,28.2,51.0
1760345820000,23.64,82.2,595.4,0.0430,28.1,52.2
1760345830000,23.53,82.5,567.2,0.0411,28.9,51.5
1760345840000,23.58,82.7,588.3,0.0432,27.9,52.5
1760345850000,23.34,81.8,575.6,0.0423,28.6,51.1
1760345860000,23.55,81.6,587.8,0.0433,29.6,51.9
1760345870000,23.40,82.5,576.8,0.0429,28.2,53.4
1760345880000,23.50,81.9,583.7,0.0433,28.8,52.5
1760345890000,23.61,83.0,579.8,0.0421,28.7,53.5
1760345900000,23.63,81.9,588.2,0.0402,28.1,52.5
1760345910000,23.54,82.1,571.7,0.0429,28.7,52.5
1760345920000,23.59,82.2,595.3,0.0432,28.8,52.7
1760345930000,23.43,82.2,585.3,0.0410,29.0,52.1
1760345940000,23.65,82.4,579.0,0.0404,29.1,53.4
1760345950000,23.37,80.8,594.6,0.0408,28.1,53.2
1760345960000,23.35,82.4,581.1,0.0448,28.6,52.0
1760345970000,23.45,82.4,584.5,0.0447,27.7,52.6
1760345980000,23.52,80.5,589.6,0.0421,27.7,52.4
1760345990000,23.49,80.6,562.7,0.0421,28.8,51.6
